"","colnames.base_estacionaria.","tipo","test"
"288","Inflação...IPC..3ª.quadrissemana..FIPE.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPEQ3G12",1,0
"289","Inflação...INCC.M...1º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_INCCMG1D12",3,0
"290","Inflação...INCC.M...2º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_INCCMG2D12",3,0
"291","Inflação...INCC.M......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_INCCMG12",1,0
"292","Inflação...IPA.M...1º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPAMG1D12",3,0
"293","Inflação...IPA.M...2º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPAMG2D12",1,0
"294","Inflação...IPA.M......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPAMG12",1,0
"295","ICV.SP...índice..jun..1994...100........Departamento.Intersindical.de.Estatística.e.Estudos.Sócio.Econômicos..Dieese....DIEESE12_ICVSPD12",0,1
"296","IGP.DI...geral...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPDI12",0,1
"297","IGP.DI...geral...centrado...fim.período...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPF12",0,1
"298","IGP.OG...geral...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPOG12",0,1
"299","INCC...geral...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_INCC12",0,1
"300","IGP.M...geral...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPM12",0,1
"301","Cesta.básica...município.de.São.Paulo...R....Departamento.Intersindical.de.Estatística.e.Estudos.Sócio.Econômicos..Dieese....DIEESE12_CBSP12",0,1
"302","Expectativa.média.de.Inflação...IPCA...taxa.anualizada.para.os.próximos.seis.meses......a.a.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAEXP612",0,1
"303","Expectativa.média.de.Inflação...IPCA...taxa.acumulada.para.os.próximos.doze.meses......a.a.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAEXP1212",0,1
"304","IGP.10...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGP1012",0,1
"305","IPA.EP.DI...geral...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPADI12",0,1
"306","IPA.DI...origem...prod..agropecuários...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPAA12",0,1
"307","IPA.DI...origem...prod..industriais...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPAI12",0,1
"308","IPC...geral...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPC12",0,1
"309","IPC...grupo..alimentação...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0118",1,0
"310","IPC...grupo..despesas.pessoais...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0379",1,0
"311","IPC...grupo..educação...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0553",1,0
"312","IPC...geral...índice..jun..1994...100....RMSP.......Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_IPCFIPE12",0,1
"313","IPC...grupo..alimentação...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0118Q1",3,0
"314","IPC...grupo..habitação...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0002Q1",1,0
"315","IPC...grupo..educação...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0553Q1",3,0
"316","IPC...grupo..despesas.pessoais...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0379Q1",1,0
"317","IPC...grupo..alimentação...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0118Q2",3,0
"318","IPC...grupo..habitação...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0002Q2",3,0
"319","IPC...grupo..educação...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0553Q2",1,0
"320","IPC...grupo..despesas.pessoais...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0379Q2",1,0
"321","IPC...grupo..alimentação...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0118Q3",1,0
"322","IPC...grupo..habitação...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0002Q3",1,0
"323","IPC...grupo..educação...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0553Q3",1,0
"324","IPC...grupo..despesas.pessoais...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0379Q3",1,0
"325","IPC...grupo..habitação...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0002",1,0
"326","IPC...grupo..transportes...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0348",1,0
"327","IPC...grupo..vestuário...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0516",1,0
"328","IPC...grupo..saúde...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0482",1,0
"329","IPCA...alimentos.e.bebidas...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCAAB12",1,0
"330","IPCA....núcleo.médias.aparadas.sem.suavização...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCA20N12",2,1
"331","IPC...grupo..vestuário...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0516Q1",1,0
"332","IPC...grupo..saúde...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0482Q1",0,0
"333","IPC...grupo..transportes...1ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0348Q1",1,0
"334","IPC...grupo..vestuário...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0516Q2",1,0
"335","IPC...grupo..saúde...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0482Q2",1,0
"336","IPC...grupo..transportes...2ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0348Q2",1,0
"337","IPC...grupo..vestuário...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0516Q3",1,0
"338","IPC...grupo..saúde...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0482Q3",1,0
"339","IPC...grupo..transportes...3ª.quadrissemana...RMSP...var.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0348Q3",1,0
"340","IPC.10...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPC1012",0,1
"341","INPC...geral...índice..dez..1993...100........Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPC12",0,1
"342","INPC...comunicação...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCCO12",3,0
"343","INPC...educação..leitura.e.papelaria...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCED12",3,0
"344","INPC...alimentos.e.bebidas...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCAB12",3,0
"345","INPC...artigos.de.residência...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCAR12",3,0
"346","INPC...despesas.pessoais...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCCD12",1,0
"347","INPC...habitação...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCHA12",1,0
"348","INPC...saúde.e.cuidados.pessoais...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCSC12",3,0
"349","INPC...transportes...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCTC12",3,0
"350","INPC...vestuário...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCVE12",3,0
"351","Inflação...IPCA......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCAG12",3,0
"352","Inflação...IPCA.15......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCA15G12",1,0
"353","Inflação...IPC.M...1º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPCMG1D12",1,0
"354","Inflação...IPC.M...2º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPCMG2D12",1,0
"355","Inflação...IPC.M......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPCMG12",1,0
"356","IPA.10...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPA1012",0,1
"357","IPCA...SP...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCASP12",3,0
"358","IPCA...habitação...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCAHA12",1,0
"359","IPCA...saúde.e.cuidados.pessoais...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCASC12",2,0
"360","IPCA...transportes...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCATC12",3,0
"361","IPCA...vestuário...var.......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_IPCAVE12",3,0
"362","IPCA...núcleo.médias.aparadas.com.suavização...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCA2012",0,1
"363","IPCA...núcleo.por.exclusão...ex1...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAEXCEX212",0,1
"364","IPCA...núcleo.por.exclusão...sem.monitorados.e.alimentos.no.domicílio...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAEXC12",1,1
"365","IPCA...preços.livres...bens.não.duráveis...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAPLBND12",1,0
"366","IPCA...preços.livres...bens.semi.duráveis...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAPLBSD12",3,0
"367","IPCA...preços.livres...bens.duráveis...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAPLBD12",3,0
"368","IPCA...preços.livres...serviços...var......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAPLSER12",1,0
"369","IPCA...preços.livres...comercializáveis...var.......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCACOM12",3,0
"370","IPCA...preços.livres...var.......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAPL12",3,0
"371","IPCA...preços.monitorados...var.......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCAPM12",3,0
"372","IPCA...preços.livres...não.comercializáveis...var.......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_IPCANCOM12",3,0
"373","Preço.médio...atacado...arroz..parboilizado.tipo.2....30.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATARP12",0,1
"374","Núcleo.de.dupla.ponderação...IPCA......a.m.....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_NUCLEOPIPCA12",0,1
"375","Nucleo...IPC.S......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPCSNUCL12",0,1
"376","Preço.médio...atacado...farinha.de.mandioca.prensada...50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFMP12",0,1
"377","Preço.médio...atacado...farinha.de.trigo...especial...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFTRE12",0,1
"378","Preço.médio...atacado...farinha.de.mandioca.torrada...50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFMAT12",0,1
"379","Preço.médio...atacado...bovinos...carcaça.dianteira...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATBCAD12",0,1
"380","Preço.médio...atacado...farinha.de.mandioca.crua...50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFMAC12",0,1
"381","Preço.médio...atacado...bovinos...carcaça.traseira...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATBCAT12",0,1
"382","Preço.médio...atacado...farinha.de.trigo...50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFTRC12",0,1
"383","Preço.médio...atacado...arroz..polido.tipo.1....30.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATARPO12",0,1
"384","Preço.médio...atacado...frango.vivo...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRFRV12",0,1
"385","Preço.médio...atacado...canjica.amarela...50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATCAM12",0,1
"386","Preço.médio...atacado...frango.congelado...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFRC12",0,1
"387","Preço.médio...atacado...frango.resfriado...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFRR12",0,1
"388","Preço.médio...atacado...feijão.de.cor...30.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFEC12",0,1
"389","Preço.médio...atacado...feijão.preto...30.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFEP12",0,1
"390","Preço.médio...atacado...banha.suína...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATBSUI12",0,1
"391","Preço.médio...atacado...fécula...25.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFECU12",0,1
"392","Preço.médio...atacado...ovos...dúzia...SP...R....Companhia.Nacional.de.Abastecimento..Indicadores.Econômicos..Conab.IE....DEPAE12_ATOVO12",0,1
"393","Preço.médio...atacado...óleo.de.soja...refinado...20.latas...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATOLR12",0,1
"394","Preço.médio...atacado...óleo.de.soja...bruto...tonelada...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATOLB12",0,1
"395","Preço.médio...atacado...milho..em.farelo....tonelada...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFRM12",0,1
"396","Preço.médio...atacado...queijo.minas.frescal..kg...PR....R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATQMF12",0,1
"397","Preço.médio...atacado...pinto.de.corte...unidade...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATPIC12",0,1
"398","Preço.médio...atacado...ovo.grande.tipo.2...30.dúzias...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATOVG12",0,1
"399","Preço.médio...atacado...ovo.extra.tipo.1...30.dúzias...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATOVE12",0,1
"400","Preço.médio...atacado...ovo.médio.tipo.3...30.dúzias...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATOVM12",0,1
"401","Preço.médio...atacado...queijo.mussarela..kg...PR....R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATQMZ12",0,1
"402","Preço.médio...atacado...queijo.parmesão..kg...PR....R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATQPA12",0,1
"403","Preço.médio...atacado...manteiga.extra...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATMAE12",0,1
"404","Preço.médio...atacado...fubá.amarelo...50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFUA12",0,1
"405","Preço.médio...atacado...milho...60.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATMC12",0,1
"406","Preço.médio...atacado...queijo.prato..kg...PR....R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATQPR12",0,1
"407","Preço.médio...atacado...suínos...lombo.sem.osso...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATSULO12",0,1
"408","Preço.médio...atacado...soja..em.farelo....tonelada...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATFSO12",0,1
"409","Preço.médio...atacado...suínos...de.raça...carcaça...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATSCAR12",0,1
"410","Preço.médio...recebido.pelo.agricultor...arroz..em.casca....50.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRARIR12",0,1
"411","Preço.médio...recebido.pelo.agricultor...boi.magro.para.engorda...cabeça...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRBMA12",0,1
"412","Preço.médio...atacado...suínos...paleta.com.osso...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATSUPA12",0,1
"413","Preço.médio...atacado...suínos...pernil.com.osso...kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATSUPE12",0,1
"414","Preço.médio...recebido.pelo.agricultor...café..em.coco.....kg...renda...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRCCO12",0,1
"415","Preço.médio...recebido.pelo.agricultor...feijão.de.cor...60.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRFEC12",0,1
"416","Preço.médio...recebido.pelo.agricultor...boi.gordo...arroba...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRBGO12",0,1
"417","Preço.médio...recebido.pelo.agricultor...cana.de.açúcar...tonelada...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRCAN12",0,1
"418","Preço.médio...recebido.pelo.agricultor...feijão.preto...60.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRFEP12",0,1
"419","Preço.médio...recebido.pelo.agricultor...leite...litro...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRLECO12",0,0.5
"420","Preço.médio...recebido.pelo.agricultor...ovo.grande...30.dúzias...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PROVG12",0,1
"421","Preço.médio...recebido.pelo.agricultor...ovo.médio...30.dúzias...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PROVM12",0,1
"422","Preço.médio...recebido.pelo.agricultor...mandioca...tonelada...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRMAN12",0,1
"423","Preço.médio...atacado...trigo..em.grão....60.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_ATTRG12",0,1
"424","Preço.médio...recebido.pelo.agricultor...milho...60.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRMI12",0,1
"425","Preço.médio...recebido.pelo.agricultor...soja...60.kg...PR...R....Secretaria.da.Agricultura.e.do.Abastecimento.do.Estado.do.Paraná..Departamento.de.Economia.Rural..Seab.PR....DERAL12_PRSO12",0,1
