"","colnames.base_estacionaria.","tipo","test"
"154","Consumo.aparente...produtos.de.fumo...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAFUMDESSAZ12",0,1
"155","Consumo.aparente...produtos.de.madeira...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAMADDESSAZ12",0,1
"156","Consumo.aparente...produtos.químicos...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAQUIDESSAZ12",0,1
"157","Consumo.aparente...produtos.farmoquímicos.e.farmacêuticos...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAFARMDESSAZ12",0,1
"158","Consumo.aparente...produtos.de.borracha.e.de.material.plástico...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABORRDESSAZ12",0,1
"159","Consumo.aparente...produtos.de.minerais.nãometálicos...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAMINDESSAZ12",0,1
"160","Consumo.aparente...produtos.de.metal..exceto.máquinas.e.equipamentos..índice.dessaz..média.2012.100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAMETALDESSAZ12",0,1
"161","Consumo.aparente...outros.eq..de.transporte..exceto.veículos.auto....índice.dessaz...média.2012.100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAOUTDESSAZ12",0,1
"162","Indicador.IPEA.de.FBCF...índice..média1995...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_INDFBCF12",0,1
"163","Indicador.IPEA.de.FBCF...construção.civil...índice..média1995...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_INDFBCFCC12",0,1
"164","Indicador.IPEA.de.FBCF...índice.dessaz...média.1995...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_INDFBCFDESSAZ12",0,1
"165","Indicador.IPEA.de.FBCF...construção.civil...índice.dessaz...média.1995..100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_INDFBCFCCDESSAZ12",0,1
"166","PIB...R....Banco.Central.do.Brasil..Boletim..Seção.Atividade.Econômica..Bacen...Boletim...Ativ..Ec.....BM12_PIB12",0,1
"167","Consumo.aparente...veículos.automotores..reboques.e.carrocerias...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAAUTO12",0,1
"168","Consumo.aparente...produtos.têxtis...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CATEXDESSAZ12",0,1
"169","Consumo.aparente...veículos.automotores..reboques.e.carrocerias...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAAUTODESSAZ12",0,1
"170","Consumo.aparente...bens.de.capital...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_FBKFCAMI12",0,1
"171","Consumo.aparente...bens.intermediários...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABI12",0,1
"172","Consumo.aparente...bens.de.consumo...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABC12",0,1
"173","Consumo.aparente...bens.de.consumo.duráveis...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABCD12",0,1
"174","Consumo.aparente...bens.de.consumo.semi.e.não.duráveis...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABCND12",0,1
"175","Consumo.aparente...bens.de.capital...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_FBKFCAMIDESSAZ12",0,1
"176","Consumo.aparente...bens.intermediários...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABIDESSAZ12",0,1
"177","Consumo.aparente...bens.de.consumo...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABCDESSAZ12",0,1
"178","Consumo.aparente...bens.de.consumo.duráveis...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABCDDESSAZ12",0,1
"179","Consumo.aparente...bens.de.consumo.semi.e.não.duráveis...índice.dessaz...média.2002..100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABCNDDESSAZ12",0,1
"180","Consumo.aparente...bebidas...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABEB12",0,1
"181","Consumo.aparente...confecção.de.artigos.do.vestuário.e.acessórios...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAVEST12",0,1
"182","Consumo.aparente...artefatos.de.couro..artigos.para.viagem.e.calçados...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CACOU12",0,1
"183","Consumo.aparente...celulose..papel.e.produtos.de.papel...índice..média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAPAPEL12",0,1
"184","Consumo.aparente...bebidas...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CABEBDESSAZ12",0,1
"185","Consumo.aparente...confecção.de.artigos.do.vestuário.e.acessórios...índice.dessaz...média.2012..100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAVESTDESSAZ12",0,1
"186","Consumo.aparente...artefatos.de.couro..artigos.para.viagem.e.calçados.índice.dessaz..média.2012.100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CACOUDESSAZ12",0,1
"187","Consumo.aparente...celulose..papel.e.produtos.de.papel...índice.dessaz...média.2012...100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAPAPELDESSAZ12",0,1
"188","Consumo.aparente...coque..produtos.derivados.do.petro.e.biocombustíveis.índice.dessaz.média2012.100........Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....GAC12_CAPETDESSAZ12",0,1
"189","Pessoal.ocupado...indústria...índice..média.2006...100....SP.......Federação.e.Centro.das.Indústrias.do.Estado.de.São.Paulo..Levantamento.de.Conjuntura..Fiesp....FIESP12_TPO12",0,1
"190","Pessoal.ocupado...na.produção...indústria...índice..média.2006...100....SP.......Federação.e.Centro.das.Indústrias.do.Estado.de.São.Paulo..Levantamento.de.Conjuntura..Fiesp....FIESP12_POP12",0,1
"191","Horas.trabalhadas...indústria...índice..média.2006...100........Confederação.Nacional.da.Indústria...CNI12_HTRAB12",0,1
"192","Horas.trabalhadas...indústria...índice.dessaz...média.2006...100........Confederação.Nacional.da.Indústria...CNI12_HTRABD12",0,1
"193","Pessoal.empregado...indústria...índice..média.2006...100........Confederação.Nacional.da.Indústria...CNI12_PEEMP12",0,1
"194","Pessoal.empregado...indústria...índice.dessaz...média.2006...100........Confederação.Nacional.da.Indústria...CNI12_PEEMPD12",0,1
"195","Horas.trabalhadas...na.produção...indústria...índice..média.2006...100....SP.......Federação.e.Centro.das.Indústrias.do.Estado.de.São.Paulo..Levantamento.de.Conjuntura..Fiesp....FIESP12_HTP12",0,1
"196","Horas.pagas...indústria...índice..média.2006...100....SP.......Federação.e.Centro.das.Indústrias.do.Estado.de.São.Paulo..Levantamento.de.Conjuntura..Fiesp....FIESP12_THP12",0,1
"197","Empregados...admissões...Pessoa...Ministério.do.Trabalho.e.Emprego..Cadastro.Geral.de.Empregados.e.Desempregados..MTE.CAGED....CAGED12_ADMIS",0,1
"198","Empregados...demissões...Pessoa...Ministério.do.Trabalho.e.Emprego..Cadastro.Geral.de.Empregados.e.Desempregados..MTE.CAGED....CAGED12_DESLIG",0,1
"199","Empregados...saldo...Pessoa...Ministério.do.Trabalho.e.Emprego..Cadastro.Geral.de.Empregados.e.Desempregados..MTE.CAGED....CAGED12_SALDO12",1,0
"200","Nível.de.emprego...indústria...índice..jun..2005...100....SP.......Federação.e.Centro.das.Indústrias.do.Estado.de.São.Paulo..Levantamento.de.Conjuntura..Fiesp....FIESP12_NEINSPX12",0,1
"201","Massa.salarial...indústria....índice...RJ....média.2006...100........Federação.das.Indústrias.do.Estado.do.Rio.de.Janeiro..Assessoria.de.Pesquisas.Econômicas..Firjan....FIRJAN12_MASSARJ12",0,1
"202","Emprego...indústria...RJ...índice..média.2006...100........Federação.das.Indústrias.do.Estado.do.Rio.de.Janeiro..Assessoria.de.Pesquisas.Econômicas..Firjan....FIRJAN12_EINDRJ12",0,1
"203","Horas.trabalhadas...indústria...índice...RJ....média.2006...100........Federação.das.Indústrias.do.Estado.do.Rio.de.Janeiro..Assessoria.de.Pesquisas.Econômicas..Firjan....FIRJAN12_HTRABRJ12",0,1
"204","Taxa.de.desemprego...RMSP.........Fundação.Sistema.Estadual.de.Análise.de.Dados..Pesquisa.de.Emprego.e.Desemprego..Seade.PED....SEADE12_TDTGSP12",0,1
"205","Taxa.de.desemprego...oculto...RMSP.........Fundação.Sistema.Estadual.de.Análise.de.Dados..Pesquisa.de.Emprego.e.Desemprego..Seade.PED....SEADE12_TDOTSP12",0,1
"206","Taxa.de.desemprego...aberto...RMSP.........Fundação.Sistema.Estadual.de.Análise.de.Dados..Pesquisa.de.Emprego.e.Desemprego..Seade.PED....SEADE12_TDAGSP12",0,1
"207","Taxa.de.desemprego...oculto...precário...RMSP.........Fundação.Sistema.Estadual.de.Análise.de.Dados..Pesquisa.de.Emprego.e.Desemprego..Seade.PED....SEADE12_TDOPSP12",0,1
"208","Índice.de.confiança.do.consumidor..ICC........Federação.do.Comércio.do.Estado.de.São.Paulo..Pesquisa.Conjuntural.do.Comércio.Varejista..da.Região.Metropolitana.de.São.Paulo..Fecomercio.SP....FCESP12_IIC12",0,1
"209","Índice.de.expectativas..IEC........Federação.do.Comércio.do.Estado.de.São.Paulo..Pesquisa.Conjuntural.do.Comércio.Varejista..da.Região.Metropolitana.de.São.Paulo..Fecomercio.SP....FCESP12_IICF12",0,1
"210","Taxa.de.juros...CDI...Over......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_TJCDI12",0,1
"211","Taxa.de.juros...TJLP......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_TJLP12",0,1
"212","Taxa.de.juros...Over...Selic......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_TJOVER12",0,1
"213","Taxa.de.juros...TBF......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_TJTBF12",0,1
"214","Taxa.de.juros...TR......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_TJTR12",2,1
"215","Taxa.de.juros.pré.fixada...estrutura.a.termo...LTN...1.mês......a.a.....Associação.Brasileira.das.Entidades.dos.Mercados.Financeiro.e.de.Capitais..Anbima....ANBIMA12_TJTLN112",0,1
"216","Taxa.de.juros.pré.fixada...estrutura.a.termo...LTN...12.meses......a.a.....Associação.Brasileira.das.Entidades.dos.Mercados.Financeiro.e.de.Capitais..Anbima....ANBIMA12_TJTLN1212",0,1
"217","Taxa.de.juros.pré.fixada...estrutura.a.termo...LTN...3.meses......a.a.....Associação.Brasileira.das.Entidades.dos.Mercados.Financeiro.e.de.Capitais..Anbima....ANBIMA12_TJTLN312",0,1
"218","Taxa.de.juros.pré.fixada...estrutura.a.termo...LTN...6.meses......a.a.....Associação.Brasileira.das.Entidades.dos.Mercados.Financeiro.e.de.Capitais..Anbima....ANBIMA12_TJTLN612",0,1
"219","Taxa.referencial...swaps...DI.pré.fixada...180.dias...fim.de.período......a.a.....Bolsa.de.Valores..Mercadorias.e.Futuros..BM.FBovespa....BMF12_SWAPDI180F12",0,1
"220","Taxa.referencial...swaps...DI.pré.fixada...360.dias...fim.de.período......a.a.....Bolsa.de.Valores..Mercadorias.e.Futuros..BM.FBovespa....BMF12_SWAPDI360F12",0,1
"221","Taxa.referencial...swaps...DI.pré.fixada...180.dias...média.do.período......a.a.....Bolsa.de.Valores..Mercadorias.e.Futuros..BM.FBovespa....BMF12_SWAPDI18012",0,1
"222","Taxa.referencial...swaps...DI.pré.fixada...360.dias...média.do.período......a.a.....Bolsa.de.Valores..Mercadorias.e.Futuros..BM.FBovespa....BMF12_SWAPDI36012",0,1
"223","Índice.de.ações...Ibovespa...fechamento......a.m.....Associação.Brasileira.das.Entidades.dos.Mercados.Financeiro.e.de.Capitais..Anbima....ANBIMA12_IBVSP12",1,0
"224","Poupança...rendimento.nominal...1º.dia.útil..até.03.05.2012.......a.m.....Associação.Brasileira.das.Entidades.dos.Mercados.Financeiro.e.de.Capitais..Anbima....ANBIMA12_TJPOUP12",0,1
"225","Fundo.de.ações...rendimento.nominal......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_RNACOES12",3,0
"226","Poupança...rendimento.nominal.até.03.05.2012...Rentabilidade.no.período..1º.dia.do.mês.......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_RNDPO12",0,1
"227","Fundo.extramercado...rendimento.nominal......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_RNEM12",1,1
"228","Dólar.comercial...rendimento.nominal......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_RNOSD12",1,0
"229","Ouro...rendimento.nominal......a.m.....Banco.Central.do.Brasil..Boletim..Seção.mercado.financeiro.e.de.capitais..Bacen.Boletim.M..Finan.....BM12_RNOURO12",3,0
"230","Número.de.dias.úteis.......Instituto..de.Pesquisa.Econômica.Aplicada.IPEA....SGS12_NDIASUTEISPAS12",0,1
"231","M1...média...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M1MN12",0,1
"232","M1...fim.período...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M1N12",0,1
"233","M1...papel.moeda.em.poder.do.público...média...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_PMPPM12",0,1
"234","M1...depósitos.à.vista...média...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_DEVM12",0,1
"235","M1...papel.moeda.em.poder.do.público...fim.período...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_PMPP12",0,1
"236","M2...depósitos.em.poupança...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_DEPOUCN12",0,1
"237","M2...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M2NCN12",0,1
"238","M2...títulos.privados...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_TIPRINCN12",0,1
"239","M3...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M3NCN12",0,1
"240","M3...oper..compromissadas.com.títulos.federais...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_OPTFCN12",0,1
"241","M3...quotas.de.fundos.de.renda.fixa...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FRFCN12",0,1
"242","M2...depósitos.em.poupança...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_DEPOUCNY12",0,1
"243","M2...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M2NCNY12",0,1
"244","M3...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M3NCNY12",0,1
"245","M3...oper..compromissadas.com.títulos.federais...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_OPTFCNY12",0,1
"246","M2...títulos.privados...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_TIPRINCNY12",0,1
"247","M1...fim.período......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M1NY12",0,1
"248","M3...oper..compromissadas.com.títulos.privados...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_OPTPCN12",2,1
"249","M3...oper..compromissadas.com.títulos.privados...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_OPTPCNY12",2,1
"250","M4...fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M4NCN12",0,1
"251","M4...títulos.federais..Selic....fim.período...novo.conceito...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_TFPPNCN12",0,1
"252","M3...quotas.de.fundos.de.renda.fixa...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FRFCNY12",0,1
"253","M4...fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M4NCNY12",0,1
"254","M4...títulos.federais..Selic....fim.período...novo.conceito......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_TFPPNCNY12",0,1
"255","Operações.de.crédito...saldo...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_CS12",0,1
"256","M0...base.monetária...média...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M0MN12",0,1
"257","M0...base.monetária...fim.período...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M0N12",0,1
"258","M0...base.monetária...reservas.bancárias...fim.período...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_REB12",0,1
"259","M0...base.monetária...papel.moeda.emitido...média...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_PMEM12",0,1
"260","M0...base.monetária...reservas.bancárias...média...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_RBM12",0,1
"261","M0...base.monetária...papel.moeda.emitido...fim.período...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_PME12",0,1
"262","M1...depósitos.à.vista...fim.período...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_DEV12",0,1
"263","Fatores.condicionantes.da.base.monetária...Tesouro.Nacional...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCTN12",1,0
"264","Fatores.condicionantes.da.base.monetária...oper..com.títulos.públicos.federais...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCOTPF12",1,0
"265","Fatores.condicionantes.da.base.monetária...oper..do.setor.externo...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCOSE12",1,0
"266","Fatores.condicionantes.da.base.monetária...oper..de.redesconto.do.BC...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCAFIN12",3,0
"267","Fatores.condicionantes.da.base.monetária...depósitos.de.instituições.financeiras...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCDEPFIN12",1,0
"268","Fatores.condicionantes.da.base.monetária...outras.contas...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCOUTC12",1,0
"269","Fatores.condicionantes.da.base.monetária...variação.da.base.monetária...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCVARBM12",1,0
"270","Fatores.condicionantes.da.base.monetária...variação.da.base.monetária...papel.moeda.emitido...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCPME12",1,0
"271","Fatores.condicionantes.da.base.monetária...variação.da.base.monetária...reservas.bancárias...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCRB12",1,0
"272","M0...base.monetária...fim.período......PIB....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_M0NY12",0,1
"273","Fatores.condicionantes.da.base.monetária...oper..com.derivativos...ajustes...R....Banco.Central.do.Brasil..Notas.Econômico.financeiras.para.a.Imprensa..Política.Monetária.e.Operações.de.Crédito.do.SFN..Bacen.Notas.Imprensa.Moeda....BM12_FCODA12",3,0
"274","Inflação...IGP.DI......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPDIG12",1,0
"275","Inflação...IGP.M......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPMG12",3,0
"276","Inflação...ICV.SP......a.m.....Departamento.Intersindical.de.Estatística.e.Estudos.Sócio.Econômicos..Dieese....DIEESE12_ICVSPDG12",1,0
"277","INCC.10...índice..ago..1994...100........Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_INCC1012",0,1
"278","Inflação...IPC..FIPE.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPE0001",1,0
"279","Inflação...INPC......a.m.....Instituto.Brasileiro.de.Geografia.e.Estatística..Sistema.Nacional.de.Índices.de.Preços.ao.Consumidor..IBGE.SNIPC....PRECOS12_INPCBR12",3,0
"280","Inflação...IGP.OG......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPOGG12",1,0
"281","Inflação...INCC......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_INCCG12",1,0
"282","Inflação...IPA.EP.DI......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPADIG12",3,0
"283","Inflação...IPC..FGV.......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IPCG12",3,0
"284","Inflação...IGP.M...1º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPMG1D12",3,0
"285","Inflação...IGP.M...2º.decêndio......a.m.....Fundação.Getulio.Vargas..Conjuntura.Econômica...IGP..FGV.Conj..Econ....IGP....IGP12_IGPMG2D12",3,0
"286","Inflação...IPC..1ª.quadrissemana..FIPE.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPEQ1G12",1,0
"287","Inflação...IPC..2ª.quadrissemana..FIPE.......a.m.....Fundação.Instituto.de.Pesquisas.Econômicas..Fipe....FIPE12_FIPEQ2G12",1,0
